"gu","dong","car","Hyd_car","lat","lng","r1","r2","r3","r4","r1_from","r2_from","r3_from","r4_from"
"서초구","잠원동",19152,1,37.5153035,127.0093893,0.052613422,0.095520211,0.141666799,0.199648687,"양재","여의도","상암","하남"
"서초구","반포동",29006,1,37.5045831,127.0021767,0.047921174,0.090916271,0.139998917,0.207941115,"양재","여의도","상암","하남"
"서초구","서초동",48283,4,37.4885178,127.0171248,0.025984859,0.110427794,0.16101871,0.195992493,"양재","여의도","상암","하남"
"서초구","내곡동",3854,2,37.4583407,127.0770851,0.044226765,0.150203688,0.177444107,0.227977062,"양재","하남","여의도","상암"
"서초구","염곡동",854,1,37.4631455,127.0527369,0.019467579,0.153360609,0.169914153,0.204663852,"양재","여의도","하남","상암"
"서초구","신원동",3062,1,37.4451504,127.0596521,0.03484246,0.168024052,0.171875514,0.220439744,"양재","여의도","하남","상암"
"강남구","역삼동",38111,5,37.4998676,127.0386901,0.031331226,0.127376091,0.172588657,0.174723782,"양재","여의도","하남","상암"
"강남구","개포동",18528,3,37.4824461,127.0627322,0.031660643,0.153629437,0.155330031,0.20392356,"양재","하남","여의도","상암"
"강남구","청담동",13683,1,37.5255867,127.0522746,0.059548388,0.137228036,0.15622759,0.178719869,"양재","여의도","하남","상암"
"강남구","삼성동",21297,5,37.5147968,127.0550895,0.050483379,0.140862594,0.154191347,0.184534824,"양재","여의도","하남","상암"
"강남구","대치동",38750,2,37.4989487,127.0646582,0.042856729,0.147328532,0.152882699,0.198960257,"양재","하남","여의도","상암"
"강남구","신사동",6679,0,37.522901,127.0246548,0.054855523,0.109796687,0.153105954,0.18393442,"양재","여의도","상암","하남"
"강남구","논현동",21139,2,37.5138347,127.0317062,0.045029979,0.117798115,0.162845382,0.177550348,"양재","여의도","상암","하남"
"강남구","압구정동",13878,2,37.52883,127.0295045,0.060138148,0.114374017,0.15592737,0.178911057,"양재","여의도","상암","하남"
"강남구","세곡동",5607,0,37.4644483,127.1066379,0.072642598,0.121736023,0.202687524,0.251281582,"양재","하남","여의도","상암"
"강남구","자곡동",8550,2,37.4766387,127.1001169,0.066442634,0.121280405,0.192759204,0.240283475,"양재","하남","여의도","상암"
"강남구","율현동",3838,0,37.4717408,127.1114701,0.077393363,0.11374631,0.205037474,0.252648024,"양재","하남","여의도","상암"
"강남구","일원동",13661,1,37.487919,127.0852156,0.054521582,0.130586902,0.175410899,0.222157598,"양재","하남","여의도","상암"
"강남구","수서동",8100,3,37.4855136,127.0984643,0.066452326,0.119074503,0.188847387,0.235338152,"양재","하남","여의도","상암"
"강남구","도곡동",22493,1,37.4881299,127.0440333,0.021656849,0.135791818,0.169931262,0.18466824,"양재","여의도","하남","상암"
"송파구","잠실동",36874,2,37.5111559,127.0858092,0.066774524,0.124227995,0.171797147,0.214933361,"양재","하남","여의도","상암"
"송파구","신천동",19079,0,37.5250784,127.0921991,0.080817106,0.116364421,0.17714539,0.217595965,"양재","하남","여의도","상암"
"송파구","풍납동",12263,0,37.5335451,127.1132241,0.095202232,0.102170178,0.198092921,0.236606249,"하남","양재","여의도","상암"
"송파구","송파동",15410,0,37.5049182,127.1138534,0.087494533,0.098147703,0.200394284,0.243597748,"양재","하남","여의도","상암"
"송파구","석촌동",10752,0,37.502828,127.1041069,0.077781182,0.108099252,0.191029976,0.234865921,"양재","하남","여의도","상암"
"송파구","삼전동",9734,0,37.5018103,127.0897698,0.064659498,0.12223096,0.177025242,0.2215435,"양재","하남","여의도","상암"
"송파구","가락동",32491,2,37.4942803,127.1176311,0.087281825,0.098013294,0.205764731,0.250355492,"양재","하남","여의도","상암"
"송파구","문정동",31121,3,37.4856663,127.1237432,0.091173688,0.096154848,0.213439786,0.258934919,"양재","하남","여의도","상암"
"송파구","장지동",16093,0,37.4785724,127.1320169,0.09279348,0.098366568,0.22308879,0.269140458,"하남","양재","여의도","상암"
"송파구","방이동",21293,2,37.5163579,127.1260688,0.083668714,0.103478711,0.211419691,0.252555634,"하남","양재","여의도","상암"
"송파구","오금동",14312,0,37.5037347,127.1339176,0.079406179,0.105702944,0.220447277,0.263235817,"하남","양재","여의도","상암"
"송파구","거여동",9316,0,37.4893748,127.1470227,0.074308514,0.114739743,0.23556052,0.279840918,"하남","양재","여의도","상암"
"송파구","마천동",12230,0,37.497466,127.151561,0.066127627,0.120862612,0.238762777,0.281909078,"하남","양재","여의도","상암"
"강동구","명일동",12578,0,37.5485893,127.151755,0.059234355,0.142094361,0.237267223,0.272939129,"하남","양재","여의도","상암"
"강동구","고덕동",11439,0,37.5655385,127.1576823,0.061212131,0.156875651,0.244996038,0.277889499,"하남","양재","여의도","상암"
"강동구","상일동",6402,0,37.5508013,127.1698689,0.043200402,0.158549005,0.255497098,0.290811227,"하남","양재","여의도","상암"
"강동구","길동",15830,0,37.5397058,127.1470066,0.06197008,0.133262288,0.232025215,0.269154868,"하남","양재","여의도","상암"
"강동구","둔촌동",9542,1,37.5289353,127.1467424,0.061700561,0.127629906,0.231601632,0.270426981,"하남","양재","여의도","상암"
"강동구","암사동",21641,1,37.5577912,127.1295091,0.083230455,0.130399971,0.216041743,0.250070009,"하남","양재","여의도","상암"
"강동구","성내동",22477,1,37.5304064,127.1288442,0.079559422,0.11294914,0.213695743,0.25253098,"하남","양재","여의도","상암"
"강동구","천호동",27077,0,37.5431857,127.1265643,0.082698519,0.11860406,0.211772667,0.248441834,"하남","양재","여의도","상암"
"강동구","강일동",8032,0,37.5676689,127.1720391,0.051452493,0.169647112,0.259509842,0.292197021,"하남","양재","여의도","상암"
