"자치구","동","동별총대수","수소차대수","고유번호","읍면동코드","읍면동영문명","위도","경도","여의도","양재","상암","하남"
"영등포구","문래동5가",2039,NA,339,11560123,"Mullae-dong 5(o)-ga",37.5163676,126.8835197,0.034803084,0.1579224,0.056484401,0.325220636
"영등포구","문래동6가",3321,NA,321,11560124,"Mullae-dong 6(yuk)-ga",37.5200428,126.8841712,0.032821372,0.158449668,0.05286616,0.324421919
"영등포구","양평동1가",3053,NA,334,11560125,"Yangpyeong-dong 1(il)-ga",37.5231837,126.8886735,0.027573689,0.155266131,0.050324462,0.319827589
"영등포구","양평동2가",4117,NA,382,11560126,"Yangpyeong-dong 2(i)-ga",37.5233387,126.8839345,0.032114435,0.159767104,0.049561929,0.324561276
"영등포구","양평동3가",6213,NA,243,11560127,"Yangpyeong-dong 3(sam)-ga",37.5296813,126.8897889,0.025388793,0.156628118,0.044177919,0.318614031
"영등포구","양평동4가",3155,NA,430,11560128,"Yangpyeong-dong 4(sa)-ga",37.536431,126.8962332,0.019711224,0.153557859,0.039814713,0.312208559
"영등포구","양평동5가",3900,1,428,11560129,"Yangpyeong-dong 5(o)-ga",37.5389197,126.8929394,0.023617251,0.157612645,0.036247286,0.315552482
"영등포구","양평동6가",1588,NA,284,11560130,"Yangpyeong-dong 6(yuk)-ga",37.5427197,126.8894307,0.028309364,0.162455119,0.031496342,0.319173949
"영등포구","양화동",5,NA,295,11560131,"Yanghwa-dong",37.5489947,126.8900753,0.03092803,0.164838479,0.025834544,0.31881712
"영등포구","신길동",27418,1,294,11560132,"Singil-dong",37.5058261,126.9126514,0.025186044,0.126975602,0.074500821,0.296839569
"영등포구","대림동",17065,NA,351,11560133,"Daerim-dong",37.4970578,126.9009236,0.036699379,0.13615615,0.078546924,0.309372245
"영등포구","양평동",2,NA,301,11560134,"Yangpyeong-dong",37.5326108,126.8899608,0.025247049,0.157631367,0.041369711,0.318441048
"동작구","노량진동",8070,NA,424,11590101,"Noryangjin-dong",37.5115,126.9415118,0.032724483,0.101958069,0.086876144,0.267617999
"동작구","상도동",31431,2,379,11590102,"Sangdo-dong",37.4996854,126.9455504,0.04356429,0.093786643,0.098224526,0.264738729
"동작구","상도1동",1840,NA,425,11590103,"Sangdo 1(il)-dong",37.5032399,126.9498621,0.044378111,0.091007522,0.098621618,0.2600513
"동작구","본동",3442,NA,438,11590104,"Bon-dong",37.5124878,126.9551132,0.043996644,0.09025612,0.096378715,0.253980791
"동작구","흑석동",8959,NA,435,11590105,"Heukseok-dong",37.5052783,126.9638232,0.055000313,0.079174557,0.107684075,0.245952391
"동작구","동작동",1661,NA,343,11590106,"Dongjak-dong",37.4999089,126.9736767,0.066220815,0.067955977,0.118744837,0.236807307
"동작구","사당동",26380,NA,344,11590107,"Sadang-dong",37.4851779,126.9717959,0.072789316,0.064432039,0.126939653,0.241049695
"동작구","대방동",10838,1,440,11590108,"Daebang-dong",37.5067515,126.9277454,0.027225722,0.112927814,0.081512848,0.281722036
"동작구","신대방동",13633,NA,441,11590109,"Sindaebang-dong",37.4921384,126.9166599,0.038779045,0.119752423,0.088589681,0.294351007
"관악구","봉천동",54485,1,383,11620101,"Bongcheon-dong",37.4750363,126.9490874,0.065354628,0.085265861,0.11972414,0.265337634
"관악구","신림동",61146,1,331,11620102,"Sillim-dong",37.4630314,126.9347745,0.070637656,0.099526904,0.122668771,0.282003643
"관악구","남현동",5166,NA,406,11620103,"Namhyeon-dong",37.4630565,126.9776244,0.092218697,0.05680387,0.146908707,0.240643261
"서초구","방배동",41961,1,34,11650101,"Bangbae-dong",37.4790075,126.9959104,0.095989531,0.039541203,0.149152625,0.218819896
"서초구","양재동",26459,16,35,11650102,"Yangjae-dong",37.468455,127.0362466,0.136244296,0.002156901,0.187944023,0.183252338
"서초구","우면동",9373,1,15,11650103,"Umyeon-dong",37.4660631,127.0178628,0.121459427,0.016507589,0.174403244,0.201383219
"서초구","원지동",168,NA,19,11650104,"Wonji-dong",37.4449934,127.049594,0.15954103,0.028446921,0.21241168,0.180725329
"서초구","잠원동",19152,1,68,11650106,"Jamwon-dong",37.5153035,127.0093893,0.095520211,0.052613422,0.141666799,0.199648687
"서초구","반포동",29006,1,42,11650107,"Banpo-dong",37.5045831,127.0021767,0.090916271,0.047921174,0.139998917,0.207941115
"서초구","서초동",48283,4,115,11650108,"Seocho-dong",37.4885178,127.0171248,0.110427794,0.025984859,0.16101871,0.195992493
"서초구","내곡동",3854,2,52,11650109,"Naegok-dong",37.4583407,127.0770851,0.177444107,0.044226765,0.227977062,0.150203688
"서초구","염곡동",854,1,73,11650110,"Yeomgok-dong",37.4631455,127.0527369,0.153360609,0.019467579,0.204663852,0.169914153
"서초구","신원동",3062,1,81,11650111,"Sinwon-dong",37.4451504,127.0596521,0.168024052,0.03484246,0.220439744,0.171875514
"강남구","역삼동",38111,5,376,11680101,"Yeoksam-dong",37.4998676,127.0386901,0.127376091,0.031331226,0.174723782,0.172588657
"강남구","개포동",18528,3,309,11680103,"Gaepo-dong",37.4824461,127.0627322,0.155330031,0.031660643,0.20392356,0.153629437
"강남구","청담동",13683,1,453,11680104,"Cheongdam-dong",37.5255867,127.0522746,0.137228036,0.059548388,0.178719869,0.15622759
"강남구","삼성동",21297,5,393,11680105,"Samseong-dong",37.5147968,127.0550895,0.140862594,0.050483379,0.184534824,0.154191347
"강남구","대치동",38750,2,394,11680106,"Daechi-dong",37.4989487,127.0646582,0.152882699,0.042856729,0.198960257,0.147328532
"강남구","신사동",6679,NA,337,11680107,"Sinsa-dong",37.522901,127.0246548,0.109796687,0.054855523,0.153105954,0.18393442
"강남구","논현동",21139,2,213,11680108,"Nonhyeon-dong",37.5138347,127.0317062,0.117798115,0.045029979,0.162845382,0.177550348
"강남구","압구정동",13878,2,411,11680110,"Apgujeong-dong",37.52883,127.0295045,0.114374017,0.060138148,0.15592737,0.178911057
"강남구","세곡동",5607,NA,234,11680111,"Segok-dong",37.4644483,127.1066379,0.202687524,0.072642598,0.251281582,0.121736023
"강남구","자곡동",8550,2,235,11680112,"Jagok-dong",37.4766387,127.1001169,0.192759204,0.066442634,0.240283475,0.121280405
"강남구","율현동",3838,NA,396,11680113,"Yulhyeon-dong",37.4717408,127.1114701,0.205037474,0.077393363,0.252648024,0.11374631
"강남구","일원동",13661,1,327,11680114,"Irwon-dong",37.487919,127.0852156,0.175410899,0.054521582,0.222157598,0.130586902
"강남구","수서동",8100,3,328,11680115,"Suseo-dong",37.4855136,127.0984643,0.188847387,0.066452326,0.235338152,0.119074503
"강남구","도곡동",22493,1,389,11680118,"Dogok-dong",37.4881299,127.0440333,0.135791818,0.021656849,0.18466824,0.169931262
"송파구","잠실동",36874,2,325,11710101,"Jamsil-dong",37.5111559,127.0858092,0.171797147,0.066774524,0.214933361,0.124227995
"송파구","신천동",19079,NA,342,11710102,"Sincheon-dong",37.5250784,127.0921991,0.17714539,0.080817106,0.217595965,0.116364421
"송파구","풍납동",12263,NA,347,11710103,"Pungnap-dong",37.5335451,127.1132241,0.198092921,0.102170178,0.236606249,0.095202232
"송파구","송파동",15410,NA,414,11710104,"Songpa-dong",37.5049182,127.1138534,0.200394284,0.087494533,0.243597748,0.098147703
"송파구","석촌동",10752,NA,289,11710105,"Seokchon-dong",37.502828,127.1041069,0.191029976,0.077781182,0.234865921,0.108099252
"송파구","삼전동",9734,NA,403,11710106,"Samjeon-dong",37.5018103,127.0897698,0.177025242,0.064659498,0.2215435,0.12223096
"송파구","가락동",32491,2,397,11710107,"Garak-dong",37.4942803,127.1176311,0.205764731,0.087281825,0.250355492,0.098013294
"송파구","문정동",31121,3,245,11710108,"Munjeong-dong",37.4856663,127.1237432,0.213439786,0.091173688,0.258934919,0.096154848
"송파구","장지동",16093,NA,296,11710109,"Jangji-dong",37.4785724,127.1320169,0.22308879,0.098366568,0.269140458,0.09279348
"송파구","방이동",21293,2,465,11710111,"Bangi-dong",37.5163579,127.1260688,0.211419691,0.103478711,0.252555634,0.083668714
"송파구","오금동",14312,NA,287,11710112,"Ogeum-dong",37.5037347,127.1339176,0.220447277,0.105702944,0.263235817,0.079406179
"송파구","거여동",9316,NA,352,11710113,"Geoyeo-dong",37.4893748,127.1470227,0.23556052,0.114739743,0.279840918,0.074308514
"송파구","마천동",12230,NA,361,11710114,"Macheon-dong",37.497466,127.151561,0.238762777,0.120862612,0.281909078,0.066127627
"강동구","명일동",12578,NA,362,11740101,"Myeongil-dong",37.5485893,127.151755,0.237267223,0.142094361,0.272939129,0.059234355
"강동구","고덕동",11439,NA,355,11740102,"Godeok-dong",37.5655385,127.1576823,0.244996038,0.156875651,0.277889499,0.061212131
"강동구","상일동",6402,NA,363,11740103,"Sangil-dong",37.5508013,127.1698689,0.255497098,0.158549005,0.290811227,0.043200402
"강동구","길동",15830,NA,367,11740105,"Gil-dong",37.5397058,127.1470066,0.232025215,0.133262288,0.269154868,0.06197008
"강동구","둔촌동",9542,1,356,11740106,"Dunchon-dong",37.5289353,127.1467424,0.231601632,0.127629906,0.270426981,0.061700561
"강동구","암사동",21641,1,392,11740107,"Amsa-dong",37.5577912,127.1295091,0.216041743,0.130399971,0.250070009,0.083230455
"강동구","성내동",22477,1,317,11740108,"Seongnae-dong",37.5304064,127.1288442,0.213695743,0.11294914,0.25253098,0.079559422
"강동구","천호동",27077,NA,358,11740109,"Cheonho-dong",37.5431857,127.1265643,0.211772667,0.11860406,0.248441834,0.082698519
"강동구","강일동",8032,NA,297,11740110,"Gangil-dong",37.5676689,127.1720391,0.259509842,0.169647112,0.292197021,0.051452493
